H	varH	Signal	PC	B2	R2	Ratio	lc	uc	se	estimate	dataset	gwas	contrasts
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	34	0.0142410842162323	0.26920184115181	0.360465904448016					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	35	0.00112864998969822	0.270330486469237	0.361977179977956					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	36	6.82189086193957e-05	0.270398704801887	0.362068525500979					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	37	0.00807649971683994	0.278475215791379	0.372883112898134					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	38	0.000571067018667644	0.279046281641586	0.37364777991272					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	39	0.000190949705790202	0.279237232370125	0.37390346622888					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	40	0.00693696172432661	0.286174206873232	0.383192194633175					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	41	0.000784992094236377	0.288141457293915	0.385826376848027					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	42	0.0109350784621677	0.290778774252458	0.389357789704304					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	43	0.000135800678626628	0.290782664598186	0.389362998944276					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	44	0.0044825699968603	0.292976958830861	0.392301196736022					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	45	3.66455514841404e-05	0.293294079305973	0.392725826517123					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	46	0.00617253061458259	0.297774638729529	0.398725372798586					InUKBB	WBS-R_500	England-NorthernIreland
7.85881916240091e-05	1.86591409005732e-11	0.746816377998468	47	0.00136005006283906	0.297828145334904	0.398797019065261					InUKBB	WBS-R_500	England-NorthernIreland
